tweet,tweet_cf
First time sekolah offline jujur ga asik gada kakel,first time sekolah offline jujur ga asik gada kakel
sekolah online pengennya offline pas udah dikasih offline malah males malesan dasar aku,sekolah online pengennya offline pas udah dikasih offline malah males malesan dasar aku
"@convomf Iya, gw tiap minggu les sma sekolah offline jadi harus isi","@convomf iya, gw tiap minggu les sma sekolah offline jadi harus isi"
@convomf beli soalnya buat sekolah offline,@convomf beli soalnya buat sekolah offline
Aku sekolah offline hari inii,aku sekolah offline hari inii
Sekolah offline kapan dibatalin dah gue capek bgt anjir offline cm buat ngabisin bensin dan kuota,sekolah offline kapan dibatalin dah gue capek bgt anjir offline cm buat ngabisin bensin dan kuota
"morning moots, btw yg hari ini sekolah offline/online semangat ya!","morning moots, btw yg hari ini sekolah offline/online semangat ya!"
"struggle pertama waktu itu kirain online ternyata offline, dah enak2 bangun jam 6 lebih taunya harus berangkat sekolah wkwk skrg malah kebalikannya.. kenapa seimbang gitu yaa :"") https://t.co/RuluFpsSE4","struggle pertama waktu itu kirain online ternyata offline, dah enak2 bangun jam 6 lebih taunya harus berangkat sekolah wkwk skrg malah kebalikannya.. kenapa seimbang gitu yaa :"") https://t.co/rulufpsse4"
@convomf kalo lg sekolah offline aja,@convomf kalo lg sekolah offline aja
"Good morning~!✨
Sekolah dah mulai kelas offline..
1 tahun lebih sama sekali belum kenalan ma yang lain di kelas.

PAIN","good morning~!✨
sekolah dah mulai kelas offline..
1 tahun lebih sama sekali belum kenalan ma yang lain di kelas.

pain"
pada sekolah offline ga nich?,pada sekolah offline ga nich?
@bertanyarl sekolah offline😮‍💨,@bertanyarl sekolah offline😮‍💨
PENGEN SEKOLAH OFFLINE 😭😭😭,pengen sekolah offline 😭😭😭
"@hygge_ym u too, sekolah offline pts nih w","@hygge_ym u too, sekolah offline pts nih w"
Akhirnya saya sekolah offline lagi😃,akhirnya saya sekolah offline lagi😃
sekolah offline 😥😥,sekolah offline 😥😥
ih temen temenku di sekolah lain udah pada offline hari ini keren,ih temen temenku di sekolah lain udah pada offline hari ini keren
pada sekolah offline gasih?,pada sekolah offline gasih?
"Adik aku jiwa malesnya luar biasa, dia gamau sekolah offline hiks kalo tetep dipaksa pasti ngelawan ampe main fisik😭","adik aku jiwa malesnya luar biasa, dia gamau sekolah offline hiks kalo tetep dipaksa pasti ngelawan ampe main fisik😭"
Pada sekolah offline ya?,pada sekolah offline ya?
Masih males malesan kalo mau sekolah offline☹️,masih males malesan kalo mau sekolah offline☹️
pagi guys aku sekolah offline,pagi guys aku sekolah offline
"good morning moots, hari ini aku sekolah offline. hdue padahal lagi pusing gegara bawaan dari flu btw jangan lupa mam ya😘","good morning moots, hari ini aku sekolah offline. hdue padahal lagi pusing gegara bawaan dari flu btw jangan lupa mam ya😘"
y allah lupa aku jam 7 offline meh whatever sekolah ku deket sama rumah ok aku mandi dulu,y allah lupa aku jam 7 offline meh whatever sekolah ku deket sama rumah ok aku mandi dulu
"Met gw Sekarang sekolah offline, doain y semoga gurunya gak nagih tugas https://t.co/15UGgrvUaE","met gw sekarang sekolah offline, doain y semoga gurunya gak nagih tugas https://t.co/15uggrvuae"
"wish me luck skrang sekolah offline, gue ga kenal siapa siapa 😔","wish me luck skrang sekolah offline, gue ga kenal siapa siapa 😔"
oh wow adek gue (sma di jaksel) udah mulai sekolah offline…,oh wow adek gue (sma di jaksel) udah mulai sekolah offline…
@laraseyaaa huaa semoga bisa cepet sekolah offline,@laraseyaaa huaa semoga bisa cepet sekolah offline
Syukur blm sekolah offline,syukur blm sekolah offline
schdkfks hari ini sekolah offline https://t.co/GLRSvhy5hp,schdkfks hari ini sekolah offline https://t.co/glrsvhy5hp
"sch! kangen sekolah offline tanpa sesi sesi an ga si? :(

✄・・・
🧐 Trivia: Rumus harga keseimbangan pasar adalah Qd=Qs","sch! kangen sekolah offline tanpa sesi sesi an ga si? :(

✄・・・
🧐 trivia: rumus harga keseimbangan pasar adalah qd=qs"
"sch! gais pas dulu masih sekolah offline kalian paling sering kehilangan barang apa?? sharing dongs

✄・・・
🧐 Trivia: Stratifikasi terbagi menjadi stratifikasi terbuka, tertutup, dan campuran.","sch! gais pas dulu masih sekolah offline kalian paling sering kehilangan barang apa?? sharing dongs

✄・・・
🧐 trivia: stratifikasi terbagi menjadi stratifikasi terbuka, tertutup, dan campuran."
kalian sekolah offline gak??,kalian sekolah offline gak??
anjir dah masuk minggu sekolah offline,anjir dah masuk minggu sekolah offline
adekku sekolah offline owowoow aku juga takut sekolah offline masalahnya hp ku belum selesai!!!,adekku sekolah offline owowoow aku juga takut sekolah offline masalahnya hp ku belum selesai!!!
"@Fenly_un1ty Morning ko, siap dong ko kan hari ini sekolah offline","@fenly_un1ty morning ko, siap dong ko kan hari ini sekolah offline"
"hari ini sekolah offline

and do you know pren,¿¿

GUE LUPA CARA MAKE DASI UEUEUE 😭😭😭😭😭 https://t.co/CctvZAtYUw","hari ini sekolah offline

and do you know pren,¿¿

gue lupa cara make dasi ueueue 😭😭😭😭😭 https://t.co/cctvzatyuw"
"SALAMAT PAGI,SEMANGAT BAGI YANG SEKOLAH OFFLINE,YANG KAGA YAUDAH SEMANGAT JUGA🥰","salamat pagi,semangat bagi yang sekolah offline,yang kaga yaudah semangat juga🥰"
Hari ini masuk sekolah offline lagi hiksssrothh malas,hari ini masuk sekolah offline lagi hiksssrothh malas
Mager banget sekolah offline,mager banget sekolah offline
@TXTdariHunter sekolah offline / online?,@txtdarihunter sekolah offline / online?
yg sekolah offline jgn lupaa sarapan ya!!,yg sekolah offline jgn lupaa sarapan ya!!
sekolah offline/online?,sekolah offline/online?
ow yey aku sekolah offline,ow yey aku sekolah offline
"Sekarang sekolah offline , yey 😒","sekarang sekolah offline , yey 😒"
sumpah gue makin sini makin males sekolah offline😭😭,sumpah gue makin sini makin males sekolah offline😭😭
"Sekolah, offline 😔 https://t.co/ahcjEq6eWO","sekolah, offline 😔 https://t.co/ahcjeq6ewo"
Ngantuk tapi ada sekolah offline,ngantuk tapi ada sekolah offline
Sekolah offline 😃😃😃,sekolah offline 😃😃😃
Hari pertama sekolah offline adik adik,hari pertama sekolah offline adik adik
"gue mau sekolah offline, taejin live dulu donk biar smangat","gue mau sekolah offline, taejin live dulu donk biar smangat"
"pagii, selamat sekarang gue otw sekolah offline hufttt","pagii, selamat sekarang gue otw sekolah offline hufttt"
"ah shitt nyesel banget dulu pengen sekolah offline, enakan sekolah online","ah shitt nyesel banget dulu pengen sekolah offline, enakan sekolah online"
Aduhh hari ini saya sekolah offline,aduhh hari ini saya sekolah offline
Bye bestie nanti sekolah offline🙏🏻,bye bestie nanti sekolah offline🙏🏻
"@snikthbinn Tidakk, sekolah offline nanti pagii","@snikthbinn tidakk, sekolah offline nanti pagii"
"sch! kalian kalo sekolah offline masa sekarang itu jadwal pelajarannya ganti² ga?, kalo ganti² biasanya diumumin jadwal barunya h- berapa hari/jam?","sch! kalian kalo sekolah offline masa sekarang itu jadwal pelajarannya ganti² ga?, kalo ganti² biasanya diumumin jadwal barunya h- berapa hari/jam?"
"ugh udah lama ga keluar rumah jadi terbiasa ga berinteraksi sama org lain selain keluarga dirumah.
semoga sekolah offline ga buruk :( tp takut bgt plis","ugh udah lama ga keluar rumah jadi terbiasa ga berinteraksi sama org lain selain keluarga dirumah.
semoga sekolah offline ga buruk :( tp takut bgt plis"
belum tidurrr perkara nanti gue sekolah offline jadi tugas ekonomi harus tuntassss emng syalann battttt https://t.co/JU03MlT6zt,belum tidurrr perkara nanti gue sekolah offline jadi tugas ekonomi harus tuntassss emng syalann battttt https://t.co/ju03mlt6zt
@moonareas Nanti sekolah online apa offline?,@moonareas nanti sekolah online apa offline?
@blossomlng_00 Enak yah sekolah uda offline .. ini aku aja meeting masih onlen😔😔,@blossomlng_00 enak yah sekolah uda offline .. ini aku aja meeting masih onlen😔😔
"Ini gw bisa selesai sampe jam berapa deh, MANA PAGINYA GW SEKOLAH OFFLINE","ini gw bisa selesai sampe jam berapa deh, mana paginya gw sekolah offline"
SEKOLAH OFFLINE SOALNYA,sekolah offline soalnya
@enha1luvs tak tahu ada class ke tak sebab kan i dah sekolah offline but i group a so this week study sendiri je kot 😭,@enha1luvs tak tahu ada class ke tak sebab kan i dah sekolah offline but i group a so this week study sendiri je kot 😭
besok udah mulai sekolah offline dan pasti ini gue ga berhenti salting because crush gue satu kelas gatau besok kalo ajak dia ngobrol harus ngomong apa hahaha,besok udah mulai sekolah offline dan pasti ini gue ga berhenti salting because crush gue satu kelas gatau besok kalo ajak dia ngobrol harus ngomong apa hahaha
PAS MAU SEKOLAH OFFLINE KOK MALAH GABISA TIDUR?!?!?!?!,pas mau sekolah offline kok malah gabisa tidur?!?!?!?!
bsk sekolah offline tp gabiss tidur sekarang,bsk sekolah offline tp gabiss tidur sekarang
gabisa tidur gw oh baru inget tadi gw hbs minum kopi. mana besok sekolah offline kesiangan kn gk lucu😔,gabisa tidur gw oh baru inget tadi gw hbs minum kopi. mana besok sekolah offline kesiangan kn gk lucu😔
"dikit, tapi kalo sekolah offline jam tidur ku langsung rapi banget https://t.co/UDSrxHdIXk","dikit, tapi kalo sekolah offline jam tidur ku langsung rapi banget https://t.co/udsrxhdixk"
Besok masuk sekolah offline moga entar pulang sekolah pas buka Twitter langsung dapet congrats Aminin dulu aja dah,besok masuk sekolah offline moga entar pulang sekolah pas buka twitter langsung dapet congrats aminin dulu aja dah
"Hai kamu penghabis gratis sms waktu lalu :)
Apa kabar? udah lama ga jumpa ya 
Gaada maksut apapun cuma heran aja dulu kita ngobrolin apa aja si sampai gratisan 5000 sms gacukup sehari
gratisan nelpon 2jam aja kurang
Kok bisa gitu loh, padahal dulu masih sama” sekolah offline","hai kamu penghabis gratis sms waktu lalu :)
apa kabar? udah lama ga jumpa ya 
gaada maksut apapun cuma heran aja dulu kita ngobrolin apa aja si sampai gratisan 5000 sms gacukup sehari
gratisan nelpon 2jam aja kurang
kok bisa gitu loh, padahal dulu masih sama” sekolah offline"
baru lihat jadwal sekolah offline hari senin pulang jam 1 siang aaaaa😭😭😭👊🏻,baru lihat jadwal sekolah offline hari senin pulang jam 1 siang aaaaa😭😭😭👊🏻
sekolah offline tuh butuh apa ya..,sekolah offline tuh butuh apa ya..
kalo lagi ga males + ga sekolah offline sih iya https://t.co/XnwSfRdFOB,kalo lagi ga males + ga sekolah offline sih iya https://t.co/xnwsfrdfob
@schfess aku dah jarang pake gc udah offline jd ya kumpul sekolah semua,@schfess aku dah jarang pake gc udah offline jd ya kumpul sekolah semua
bsk sekolah offline tapi seragam w masih di ember alias yaa masih di air rendeman 🤨,bsk sekolah offline tapi seragam w masih di ember alias yaa masih di air rendeman 🤨
@schfess aku udh ga pake google classroom lagi nder alias udh sekolah full offline 🙃,@schfess aku udh ga pake google classroom lagi nder alias udh sekolah full offline 🙃
ngopo kudu h-1 sekolah offline,ngopo kudu h-1 sekolah offline
"Ga kebayang kalo sekolah offline, gimana nasib fans MU di sekolah mana besok senin","ga kebayang kalo sekolah offline, gimana nasib fans mu di sekolah mana besok senin"
"@sjaeyunwolf masalah nya besok aku sekolah offline jadi di kumpulin, ga keburu kalo pagi ngerjain nya","@sjaeyunwolf masalah nya besok aku sekolah offline jadi di kumpulin, ga keburu kalo pagi ngerjain nya"
"klo abis ini sekolah offline trs gimana ya, tbh gue blm bnrn siap. pake sesi” an aja gue nyiapin mentalnya seminggu","klo abis ini sekolah offline trs gimana ya, tbh gue blm bnrn siap. pake sesi” an aja gue nyiapin mentalnya seminggu"
bsk gue sekolah offline mlsss,bsk gue sekolah offline mlsss
Besok gue sekolah offline :)) mager bnget :)),besok gue sekolah offline :)) mager bnget :))
OMGG besok sekolah offline,omgg besok sekolah offline
"Mending tidur dah, besok pagi sekolah.. mana udah offline daripada ngantuk ngantuk di kelas.","mending tidur dah, besok pagi sekolah.. mana udah offline daripada ngantuk ngantuk di kelas."
Sekolah offline padahal belum pada vaksin here we go 😗 https://t.co/ulIVTSh86G,sekolah offline padahal belum pada vaksin here we go 😗 https://t.co/ulivtsh86g
"ra bayangke aku dadi rafi rabbani,sesok pertama sekolah offline andang wes di ece konco2ne","ra bayangke aku dadi rafi rabbani,sesok pertama sekolah offline andang wes di ece konco2ne"
aku akan tidur 😇 karena besok sekolah offline 🤢🤢🤢🤢🤢,aku akan tidur 😇 karena besok sekolah offline 🤢🤢🤢🤢🤢
BARU SADAR BESOK GUE SEKOLAH OFFLINE AAAA😭😭,baru sadar besok gue sekolah offline aaaa😭😭
"tanyarl siapa yg besok sekolah offline??????
huhu harus mandi pagi mana sender bsk ada apalan kimia :(","tanyarl siapa yg besok sekolah offline??????
huhu harus mandi pagi mana sender bsk ada apalan kimia :("
besok gue sekolah offline 😱😱😱,besok gue sekolah offline 😱😱😱
sumpah ya sekolah offline bikin stress,sumpah ya sekolah offline bikin stress
"FISIKA FAK BGT LAHH, NGGA NGERTI APA APA, GURUNYA MASUK SEMINGGU SEKALI NGEJELASINNYA NGGA DETAIL, EH DIKASIH ULANGAN TERUS NJIRR MANA SEKOLAH OFFLINE KIT HEART AKUU UDA DUA KALI DAPET NILAI RENDAH","fisika fak bgt lahh, ngga ngerti apa apa, gurunya masuk seminggu sekali ngejelasinnya ngga detail, eh dikasih ulangan terus njirr mana sekolah offline kit heart akuu uda dua kali dapet nilai rendah"
eh laaahh males bgt sekolah offline padahal biasanya gw semangat,eh laaahh males bgt sekolah offline padahal biasanya gw semangat
ohiya bsk pd sekolah offline ya.... pantes teel sepi bngt,ohiya bsk pd sekolah offline ya.... pantes teel sepi bngt
Ini kapan aku sekolah offline nya ???,ini kapan aku sekolah offline nya ???
"jam segini aku lagi degdegan mau ngehadapin senin besok, padahal kalo dipikir pikir sekolah online lebih santai, mandi gak mandi gak kelihatan, sarapan tinggal ke dapur bawa ke kamar, jamnya juga dipotong setengah. kok dulu pas jaman offline aku biasa aja ya...","jam segini aku lagi degdegan mau ngehadapin senin besok, padahal kalo dipikir pikir sekolah online lebih santai, mandi gak mandi gak kelihatan, sarapan tinggal ke dapur bawa ke kamar, jamnya juga dipotong setengah. kok dulu pas jaman offline aku biasa aja ya..."
guru ak gjls bru ngasi jadwal jam segini buat besok sekolah offline 🙄🙄,guru ak gjls bru ngasi jadwal jam segini buat besok sekolah offline 🙄🙄
"💭 umm guys, besok hari pertamaku sekolah offline sebagai murid baru. can u guys cheer me up? tiba-tiba aku takut banget ga punya temen... ☹","💭 umm guys, besok hari pertamaku sekolah offline sebagai murid baru. can u guys cheer me up? tiba-tiba aku takut banget ga punya temen... ☹"
"@schfess itu arusnya gede banget busett ga heran kebakar, kabel yg parallel ditengah itu ilangin coba.. untung ga percobaan offline, hangus ntar sekolah 😂","@schfess itu arusnya gede banget busett ga heran kebakar, kabel yg parallel ditengah itu ilangin coba.. untung ga percobaan offline, hangus ntar sekolah 😂"
"Kerja yang dilakuin online ada ga ya? Aku masih minor, baru kelas 10 dan offline. Kalo kerja offline / langsung keknya gabisa, karena bentrok sama sekolah, tugas dan les :(","kerja yang dilakuin online ada ga ya? aku masih minor, baru kelas 10 dan offline. kalo kerja offline / langsung keknya gabisa, karena bentrok sama sekolah, tugas dan les :("
malem ini gue nyoba ga ambil tidur jadi pas udah pagi langsung sekolah offline😉,malem ini gue nyoba ga ambil tidur jadi pas udah pagi langsung sekolah offline😉
@ENHYPEN_members Kak besok aku sekolah offline 😭😭,@enhypen_members kak besok aku sekolah offline 😭😭
udah baru baru ini pas udah sekolah offline https://t.co/1IO0GAFl6W,udah baru baru ini pas udah sekolah offline https://t.co/1io0gafl6w
Lucu banget liatin anak remaja exciting besok dah mulai sekolah offline,lucu banget liatin anak remaja exciting besok dah mulai sekolah offline
"lebih 5 WKWKKWKWWK NOLEP BAT YA GUA DULU, skrg gak karna udh sekolah offline https://t.co/aieWZg3im2","lebih 5 wkwkkwkwwk nolep bat ya gua dulu, skrg gak karna udh sekolah offline https://t.co/aiewzg3im2"
sekolah anya lucu bgt offline sebulan sekali,sekolah anya lucu bgt offline sebulan sekali
"@cutycheol aku miskin, belom sekolah offline gaada uang jajan WKWKKW🙈","@cutycheol aku miskin, belom sekolah offline gaada uang jajan wkwkkw🙈"
kenapa harus sekolah offline sih kan aku malas bangun pagi😔🙏,kenapa harus sekolah offline sih kan aku malas bangun pagi😔🙏
besok kalian sekolah nya online apa offline?,besok kalian sekolah nya online apa offline?
@ninindyyy_ besok sekolah offline:(,@ninindyyy_ besok sekolah offline:(
